"item_id","order_id","order_date","month_key","store_id","category","product_id","product_name","is_active","menu_price","price_band","quantity","line_revenue","distinct_products","alone_flag"
2818,934,"2025-12-23","2025-12","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
2710,894,"2025-07-10","2025-07","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,3,0
2704,892,"2025-10-16","2025-10","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
2660,875,"2025-12-13","2025-12","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,1,1
2643,870,"2026-01-15","2026-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
2642,870,"2026-01-15","2026-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
2628,867,"2025-07-04","2025-07","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
2596,857,"2025-02-05","2025-02","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
2517,829,"2025-09-26","2025-09","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,2,0
2501,824,"2025-09-09","2025-09","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
2491,822,"2025-12-09","2025-12","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,3,0
2489,821,"2025-12-02","2025-12","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
2450,808,"2025-02-15","2025-02","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
2373,783,"2025-03-23","2025-03","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
2347,774,"2025-05-26","2025-05","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
2234,737,"2025-03-11","2025-03","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
2208,727,"2025-04-05","2025-04","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,3,0
2199,724,"2025-01-22","2025-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
2179,716,"2025-04-17","2025-04","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,2,0
2139,702,"2025-12-27","2025-12","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
2130,699,"2025-05-14","2025-05","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
2061,675,"2025-11-14","2025-11","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,5,0
1925,634,"2025-06-22","2025-06","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,5,0
1914,631,"2025-03-16","2025-03","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,3,0
1876,616,"2025-09-11","2025-09","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1873,615,"2025-12-15","2025-12","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
1854,609,"2025-03-16","2025-03","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
1840,604,"2025-10-04","2025-10","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,2,0
1811,594,"2025-12-21","2025-12","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
1806,593,"2025-05-29","2025-05","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1765,580,"2025-10-12","2025-10","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
1748,574,"2025-08-26","2025-08","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
1741,573,"2025-12-03","2025-12","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
1689,557,"2025-07-14","2025-07","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
1660,546,"2026-01-08","2026-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1649,543,"2025-04-02","2025-04","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
1625,537,"2025-11-12","2025-11","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
1573,520,"2025-08-31","2025-08","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
1559,516,"2025-04-24","2025-04","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
1548,514,"2025-03-19","2025-03","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
1530,506,"2025-06-05","2025-06","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1518,502,"2025-02-11","2025-02","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,2,0
1516,501,"2025-06-08","2025-06","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
1429,471,"2025-10-07","2025-10","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
1370,453,"2025-04-17","2025-04","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
1243,401,"2026-01-27","2026-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,5,0
1209,391,"2025-08-22","2025-08","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1168,379,"2025-10-24","2025-10","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
1099,357,"2025-09-12","2025-09","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
1089,352,"2025-11-23","2025-11","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,2,0
1043,335,"2025-08-09","2025-08","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
1027,329,"2025-12-08","2025-12","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
1003,323,"2025-09-21","2025-09","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
914,296,"2025-11-26","2025-11","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
792,257,"2025-07-12","2025-07","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
753,243,"2026-01-08","2026-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
726,235,"2026-01-18","2026-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,5,0
699,228,"2025-02-06","2025-02","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
694,225,"2025-06-27","2025-06","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
677,220,"2025-06-21","2025-06","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
666,216,"2025-01-19","2025-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
659,213,"2025-12-25","2025-12","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
655,212,"2025-06-27","2025-06","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
652,212,"2025-06-27","2025-06","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
591,192,"2025-03-05","2025-03","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
581,189,"2025-04-10","2025-04","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
557,183,"2025-01-03","2025-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,4,0
488,163,"2026-01-05","2026-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,5,0
464,155,"2025-12-27","2025-12","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
412,137,"2026-01-19","2026-01","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
407,136,"2025-06-28","2025-06","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
400,133,"2025-04-09","2025-04","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,4,0
266,90,"2026-01-13","2026-01","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,4,0
246,81,"2025-07-04","2025-07","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
191,64,"2025-04-21","2025-04","BRW002","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
172,58,"2025-09-22","2025-09","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,2,0
149,50,"2025-08-19","2025-08","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
148,50,"2025-08-19","2025-08","BRW003","Beverage","PRD001","Espresso",1,2.95,"Cheap",2,5.90,3,0
41,14,"2025-03-05","2025-03","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",1,2.95,3,0
29,11,"2025-10-28","2025-10","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,5,0
22,8,"2025-10-11","2025-10","BRW001","Beverage","PRD001","Espresso",1,2.95,"Cheap",3,8.85,3,0
3644,1198,"2025-09-30","2025-09","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
3588,1179,"2025-02-10","2025-02","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
3579,1176,"2025-04-27","2025-04","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
3533,1161,"2025-02-16","2025-02","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
3524,1159,"2025-10-11","2025-10","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
3519,1158,"2025-04-24","2025-04","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
3466,1141,"2025-10-11","2025-10","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
3459,1139,"2025-10-08","2025-10","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
3455,1138,"2025-04-05","2025-04","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,2,0
3436,1134,"2025-01-21","2025-01","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
3433,1132,"2025-06-09","2025-06","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
3395,1121,"2025-12-28","2025-12","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
3386,1119,"2025-03-29","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
3349,1108,"2025-10-10","2025-10","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,1,1
3341,1105,"2025-04-17","2025-04","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
3311,1095,"2025-04-08","2025-04","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
3300,1093,"2025-08-23","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
3252,1078,"2025-08-18","2025-08","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
3238,1075,"2025-10-26","2025-10","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
3229,1071,"2025-07-09","2025-07","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
3223,1070,"2025-01-24","2025-01","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
3206,1066,"2025-03-01","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
3151,1049,"2025-11-07","2025-11","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
3149,1048,"2025-07-01","2025-07","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
3135,1043,"2025-03-23","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
3051,1012,"2025-12-18","2025-12","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
2963,982,"2025-05-05","2025-05","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
2859,947,"2025-03-21","2025-03","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
2849,944,"2025-04-13","2025-04","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,2,0
2847,943,"2025-12-27","2025-12","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
2816,933,"2025-05-16","2025-05","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
2775,917,"2025-09-18","2025-09","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
2756,911,"2025-09-05","2025-09","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
2754,911,"2025-09-05","2025-09","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,2,0
2721,898,"2025-07-10","2025-07","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
2720,897,"2025-02-10","2025-02","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,2,0
2629,867,"2025-07-04","2025-07","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
2583,852,"2025-03-12","2025-03","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,2,0
2522,830,"2025-06-15","2025-06","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
2520,830,"2025-06-15","2025-06","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
2511,827,"2025-06-02","2025-06","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,2,0
2492,822,"2025-12-09","2025-12","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
2490,822,"2025-12-09","2025-12","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
2468,815,"2025-11-16","2025-11","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,1,1
2459,813,"2025-06-13","2025-06","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
2402,793,"2025-02-06","2025-02","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
2377,784,"2025-08-04","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
2360,779,"2025-07-30","2025-07","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
2302,760,"2026-01-15","2026-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
2292,756,"2025-09-12","2025-09","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
2271,751,"2025-03-29","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
2259,746,"2025-07-01","2025-07","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
2255,745,"2025-09-22","2025-09","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
2227,735,"2025-12-22","2025-12","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
2162,710,"2025-02-16","2025-02","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
2135,701,"2025-12-29","2025-12","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
2069,679,"2025-12-02","2025-12","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
2041,670,"2025-12-29","2025-12","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
2025,667,"2025-10-24","2025-10","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
2008,659,"2025-11-18","2025-11","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
1966,645,"2025-05-21","2025-05","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
1958,643,"2025-12-23","2025-12","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
1917,632,"2025-03-04","2025-03","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
1915,631,"2025-03-16","2025-03","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
1896,623,"2025-06-14","2025-06","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
1771,581,"2026-01-03","2026-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
1734,571,"2025-01-19","2025-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
1719,567,"2025-11-21","2025-11","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
1692,560,"2025-09-28","2025-09","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,1,1
1686,556,"2025-02-28","2025-02","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
1641,542,"2025-03-08","2025-03","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
1631,539,"2025-08-27","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
1618,535,"2025-08-14","2025-08","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
1595,526,"2025-09-24","2025-09","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
1589,525,"2025-12-04","2025-12","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
1580,523,"2025-09-23","2025-09","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,1,1
1478,487,"2025-09-17","2025-09","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
1377,455,"2025-08-29","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
1357,447,"2025-10-24","2025-10","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
1354,446,"2025-08-26","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,1,1
1266,410,"2025-08-03","2025-08","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
1255,405,"2025-09-27","2025-09","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,2,0
1205,390,"2025-04-26","2025-04","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
1174,381,"2026-01-11","2026-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
1086,351,"2025-03-07","2025-03","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
1000,322,"2025-11-10","2025-11","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
882,284,"2025-11-09","2025-11","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
865,280,"2025-08-13","2025-08","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
863,280,"2025-08-13","2025-08","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
861,279,"2025-08-30","2025-08","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,2,0
860,278,"2026-01-29","2026-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
853,276,"2026-01-03","2026-01","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
852,276,"2026-01-03","2026-01","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
837,272,"2025-06-08","2025-06","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
775,251,"2025-02-13","2025-02","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
698,227,"2025-07-14","2025-07","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,1,1
638,207,"2025-06-07","2025-06","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,2,0
621,203,"2025-10-23","2025-10","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
599,196,"2025-06-13","2025-06","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
567,186,"2025-11-13","2025-11","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,5,0
508,168,"2025-03-01","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
505,168,"2025-03-01","2025-03","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,3,0
449,150,"2025-06-27","2025-06","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
428,143,"2025-08-13","2025-08","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
404,135,"2025-04-29","2025-04","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",1,4.25,4,0
401,134,"2025-07-21","2025-07","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,1,1
316,105,"2025-07-11","2025-07","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
297,100,"2025-01-16","2025-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
271,93,"2025-02-24","2025-02","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,3,0
256,86,"2025-11-08","2025-11","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
231,77,"2026-01-08","2026-01","BRW003","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
178,61,"2025-12-23","2025-12","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,4,0
168,57,"2025-08-12","2025-08","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
167,57,"2025-08-12","2025-08","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,3,0
158,52,"2025-04-13","2025-04","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,5,0
89,29,"2025-07-18","2025-07","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",3,12.75,2,0
78,26,"2025-06-20","2025-06","BRW001","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,4,0
65,23,"2025-09-25","2025-09","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,5,0
45,16,"2025-07-17","2025-07","BRW002","Beverage","PRD002","Latte",1,4.25,"Mid",2,8.50,2,0
3636,1197,"2025-03-01","2025-03","BRW003","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,4,0
3616,1189,"2025-07-17","2025-07","BRW003","Beverage","PRD003","Cappuccino",1,4.25,"Mid",3,12.75,1,1
3595,1182,"2025-06-05","2025-06","BRW001","Beverage","PRD003","Cappuccino",1,4.25,"Mid",3,12.75,1,1
3538,1163,"2025-11-30","2025-11","BRW001","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,1,1
3500,1151,"2025-10-30","2025-10","BRW002","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,3,0
3419,1128,"2025-07-22","2025-07","BRW002","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,5,0
3402,1124,"2025-11-18","2025-11","BRW002","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,5,0
3377,1115,"2025-10-12","2025-10","BRW001","Beverage","PRD003","Cappuccino",1,4.25,"Mid",3,12.75,4,0
3310,1095,"2025-04-08","2025-04","BRW001","Beverage","PRD003","Cappuccino",1,4.25,"Mid",2,8.50,5,0
3293,1091,"2025-03-31","2025-03","BRW001","Beverage","PRD003","Cappuccino",1,4.25,"Mid",3,12.75,5,0
3199,1063,"2025-09-30","2025-09","BRW002","Beverage","PRD003","Cappuccino",1,4.25,"Mid",3,12.75,2,0
